AccountID,StudentID,Group,Account Name,Role,SatisfactionScore,Opinion
63563,61021,EDUCATION,mayonaka,student,5,GCIの概要、統計、Pythonの基礎が学べました
63562,60880,EDUCATION,Natsutaka,student,5,データサイエンスという言葉の意味について、今までなんとなく聞いていた部分が多少理解できた。また、統計の基礎についても学習できた。
63560,60399,EDUCATION,Sobu_Yuki,student,5,これまでオブジェクト、メソッド、ライブラリの関係について意識せずに使ってきたが、今回の学習で整理できた。\nまた、データサイエンスの流れは、これからの実験データ解釈の心構えとして非常に参考になった。
63554,54549,OTHER,toshihiko0623,student,4,教育の開始から終了に至る一連の流れと、細部学習要領が理解することができた、また、データサイエンスの魅力を感じ学習意欲が向上した。
63553,54548,OTHER,TakahiroIto817,student,5,データサイエンスの分析の流れやデータサイエンスを実践する上で必要となる基礎的知識（python、統計、機械学習）について学んだ
63547,61142,EDUCATION,TakeYukiyuki3,student,4,データサイエンスの基礎の部分。pythonの基礎的な部分。演算子、変数、関数、ライブラリやリストなど基本的な部分を学んだ。
63543,54562,SPONSOR,ynwa_kj06,student,4,機械学習をする上での基本的な考え方を学んだ。講義動画の中では、命名の意味が理解できない変数があったがよく復習してフレームワークをマスターしたい。google colabが会話形式でのコーディングであったため、学習に適していると感じた。\n
63542,60057,EDUCATION,akita2025,student,5,Pythonの基礎知識と回帰と分類を復習できる良い機会となりました。使っていかないと忘れてしまうということを身にしみて感じたので、積極的に学んだとこをアウトプットしていきたいと思います。
63539,54546,OTHER,Tsutsumin,student,5,データサイエンスやPythonの基礎を確認できた。教師あり学習やLLM等がどのような仕組みで動いているかについて知ることができた。
63536,60042,EDUCATION,OxdogSK2025,student,5,データサイエンスとは、大量のデータを分析して、新しい価値を生み出す学問分野や技術分野のことである。YouTubeのおすすめ機能はデータサイエンスが用いられている。データサイエンスで扱うデータは、構造化データと非構造化データに分類される。
63535,60044,EDUCATION,Seasa0u0,student,5,pythonの基本的な使い方。私はGASでしかプログラムに触れたことがなかったけれど、メソッドとか見慣れたやつの意味を知ることができて楽しかった。
63534,60040,EDUCATION,mitome101,student,3,"Colaboratory環境上でNotebookの教材で学びつつ同時に、実際にコードを実行して学んでいくという学習の進め方の基礎を学んだ。python,統計の基礎が復習できた。"
63532,55930,SPONSOR,furuhiro45,student,5,データサイエンスの概要(大まかな流れ)、Pythonの基礎(Google Colabの使い方、データ型、ライブラリについて)を学習しました。また、せっかくでしたので、統計、機械学習の章についても目を通しました。特に機械学習については、教師あり学習や教師なし学習など「聞いたことはあるが具体的にどういったものかはよく知らない」用語について学習できました。
63528,55931,SPONSOR,KentNakamura,student,4,データサイエンスの意義やフロー
63526,60046,EDUCATION,Takenoko_takeshi,student,5,まずはデータサイエンスについての理解が深まった。どうしてするのか、またそのデータ分析というのはどのような手順で行っていくのかわかった。次にpython。自分は自己学習をしていたので、復習になってよかった。
63523,60027,EDUCATION,ShimadaKeigo,student,5,分類と回帰の基本について，演習を交えながら学習することができた．基本的な知識の再確認をわかりやすくまとめていただいていたので良い復習にもなった．
63522,54561,SPONSOR,satoshi_m,student,3,データサイエンスの重要性や意義について再認識することができた。
63521,60341,EDUCATION,Meeowriko,student,5,Pythonの基本的使い方
63520,60026,EDUCATION,koyanagi_takumi,student,4,データの種類，基本的な扱い方，分析の流れについて改めて整理して理解することができた．また，研究データ以外でデータ分析の練習用に使えるデータの入手方法は参考になった．
63518,60020,EDUCATION,bluestar256,student,5,データ分析をする上で必要な最低限の知識を得ることができた．pandasを使って，データの前処理をする部分は覚えるのに少し時間がかかりそうなので，いろいろ試して挙動やその結果の確認するということを繰り返し行なっていきたい．
63511,60010,EDUCATION,shogo0612,student,5,"データサイエンスの概要とPython,統計学,機械学習の基礎について学んだ"
63509,54560,SPONSOR,RyoTaneda,student,4,データとは何か、データ分析とは何か、その手順の概要。そして各手順についての詳細。Pythonの基礎文法やデータ分析に利用するライブラリの一部紹介。
63501,60003,EDUCATION,maita755,student,4,漠然としか理解できていなかったデータサイエンスやプログラミングなどの基礎を具体的に学ぶことができました。\n
63500,60159,EDUCATION,TAKUMI87,student,5,データサイエンスをどのようにしてビジネスに活かしていくかという考え方について学ぶことができた。
63498,54528,OTHER,R-nakano0409,student,5,データサイエンスの全体像、アクションの流れを理解した上で、それぞれのフェーズで必要・関連する知識の概要を把握できた。
63496,54514,OTHER,sibutosi2010,student,5,統計の基礎、Pythonの基礎について学べた
63495,54513,OTHER,katomitsuru,student,5,事前学習において、データサイエンス、統計の基礎、機械学習の概要について学ぶことができました。\n特に、機械学習に関して、機械学習の種類、そのうち教師あり・なし学習の概要など知識のない分野について学ぶことができました。
63494,60757,EDUCATION,wuytlsh963,student,5,python のコードは全て覚える必要はなく、要領よく使い、AIも活用することが必要だということ。
63493,54559,SPONSOR,sayakangt1004,student,4,GCIとは？の概念と、データを用いたモデルの構築、評価フローについて学んだ。データの前処理、モデルの選択、モデルの評価などがフローに含まれる。また、pythonでコードを書く上での基礎についても学んだ。
63488,60911,EDUCATION,KitaoHikari,student,5,テスト
63484,60205,EDUCATION,nyakauuu,student,5,Pythonの基礎や統計、数学の知識の復習となった
63478,60202,EDUCATION,JingHaoChangAc,student,5,事前学習では、データサイエンスと機械学習の基礎について学んだ。\n1.データサイエンスとは大量のデータを使って、新しい価値を作り出す分野である。データサイエンスの流れには四つのステップがある。最初はデータを理解すること、次にデータをきれいにすること、そしてモデルを作ること、最後にモデルを評価することである。\n2.Pythonを使ったデータ処理の基本的な操作を学んだ。特に、pandasというライブラリを使って、表になったデータを扱う方法を学んだ。これによって、データの整理やダミー変数を作る作業も理解できた。\n3.機械学習についても学んだ。機械学習は、コンピューターがデータの中からパターンを自分で見つける技術である。機械学習は三つの種類に分かれる。教師あり学習、教師なし学習、そして強化学習である。\n4.線形回帰モデルや決定木モデルについても学んだ。これらを使って、数値を予測したり、データを分類したりする方法を学んだ。\nこのように、事前学習では、細かい技術や考え方を一つ一つ理解することができた。
63476,60058,EDUCATION,6122sota,student,5,データサイエンスの大まかな流れを掴み過程をイメージすることができた。また、Pythonの基礎ではデータ型や、代表的な関数、ライブラリの使用方法を学んだ、Google colaboを用いながら実践した。
63475,54509,INVITED_COMPANY,tmtrack1500,student,5,データサイエンスの実施手順とPythonの基礎知識
63472,60371,EDUCATION,HinakoTanabe,student,5,今日学んだのは、データサイエンスの基礎です。データサイエンスとはデータから価値を生み出す学問であり、データの理解、前処理、モデル構築、モデル評価という流れで進めることを学びました。特に、モデル構築では、データを訓練用とテスト用に分け、目的に合ったモデルを選び、訓練させることで予測や分類ができるようになることを理解しました。また、うまくいかない場合は前のステップに戻り、改善することも大切だと分かりました。
63471,60339,EDUCATION,MNishioka,student,5,データサイエンスは「データの理解→データの前処理→モデル構築→モデル評価」の流れで進めるものである。この流れでデータサイエンスを行う上で不可欠なのがPythonをはじめとしたプログラミング言語や、データ解釈・モデル評価に用いる基本的な統計知識である。そして、データにある特徴やパターンをコンピュータが自動的に学習する技術を機械学習といい、「強化学習」「教師あり学習」「教師なし学習」に大別することができる。
63466,60101,EDUCATION,Penchan09,student,5,numpy以外のライブラリについて学んだ。データサイエンスの時に用いる関数の種類を復習を含めて学習することができた。
63463,60290,EDUCATION,sushi_KA,student,5,データサイエンスやPythonの基礎的な部分を理解することができた。特に、データサイエンスについては高校で触れられることがあまりなく、実際どういうものかイメージしづらかったので助かった。
63462,54533,SPONSOR,MYoshikawa,student,4,Pythonの使い方やデータの前処理、データ分析についてをよりわかりやすく理解することができた。簡単なところから、一歩一歩丁寧に教えていただけるようなコンテンツになっており、理解しやすいと感じた。
63461,54508,OTHER,Kansukedegozaru,student,5,全体の説明ということで，管理事項などの他に，なんのためにこの講座を受講するのかとか、目標を定める必要があると感じましたし、目標があると長続きするとかんじました。
63459,60080,EDUCATION,Hinata46,student,3,pythonnの基礎や統計学の基礎、機械学習についての基礎を学ぶことができた。
63457,60267,EDUCATION,honsann99,student,5,事前学習は新たな知識の吸収を助け、授業や実践の理解を深めるために不可欠な準備でありことを認識しました。今後の学習に結びつけるためにできるだけ時間を確保して、授業を受けていきたいと思います。
63456,61306,EDUCATION,ryo_nskw,student,4,googlecolabでのプログラミングの仕方や、googledriveでの保存方法などのこっれからの講義へ向けた基本的なことを理解できた。
63455,59998,EDUCATION,ShotaShimazaki,student,5,事前学習ではデータサイエンスの基本概念から始まりPythonの実践的な使い方やデータ活用に必要な統計知識、さらに機械学習の概要と主要手法について学びました。最後に、分類と回帰に関する実習を通じて、教師あり学習の基本プロセスを実践的に理解しました。
63454,54534,SPONSOR,fujiwara3,student,5,データサイエンスの説明と流れ、そしてデータサイエンスを行う上での必要となる統計、機械学習、Pythonについての基本知識を学習した。最後の演習では、機械学習モデル「線形回帰」と「決定木」に関して、「データの理解→データの前処理→モデルの構築・評価」という一連の流れを体験しながら学ぶことができた。
63453,54507,OTHER,Narrative,student,4,pythonの基礎的な知識を学び、Google Colabを使ってみた。
63452,59996,EDUCATION,mech_mikan,student,5,機械学習には、教師あり学習、教師なし学習、強化学習の三種類あることを学びました。教師あり学習は、正解となるデータが存在する学習方法であり、線形回帰、ロジスティック回帰、決定木といった方法で行われています。一方で、教師なし学習は、正解データが存在しないため大量のデータからパターンを見つけ出し学習しています。また、強化学習では、機械の行動により異なる報酬を与えることでより多くの報酬を得られるように学習していく手法であり、ゲームや自動運転技術にも応用されていることを知りました。
63450,54505,OTHER,Motonari,student,4,これから15回のGCIの講義で使用する資料を一読した。AI分野を学ぶ上で使用する数学的ツールからAIの知識まで幅広く学習することができた。
63448,60155,EDUCATION,RJohnson,student,4,今回は事前学習だったこともありすでに知っていることが多かったが、メソッドやオブジェクト、クラスといった概念について学ぶことができた。今まであやふやにしていたのでいい機会を得れた。
63447,54504,OTHER,yuhsuke777,student,4,GCI2025Summerのオリエンテーションと、データサイエンス及び統計の基礎を学びました。また、Pythonの基礎として、演算子や関数、ライブラリの概要を学びました。
63446,54503,INVITED_COMPANY,,student,5,社会にデータが膨大に増えていることを活かすか殺すかは扱う人の知識や技能による。何のためにデータを使うのかという視点で使用しないデータを切り捨てることも時に必要なのか。と感じた。
63445,59994,EDUCATION,Kinari0409,student,5,データサイエンスとはなにかよく耳にする言葉だったので知ってはいたがより理解が深まった。また、Python の基本的な文法について自分で手を動かしながら理解できた。
63443,54501,OTHER,nakotsuko13,student,5,本講座の意義、マインドセットやデータ活用の例などを知ることができた。\n現に私の組織で運用されている誰も全貌を知らないレガシーシステム、経営層のふんわりとした要求、現在起こっている事象を把握するのも容易ではない現状に危機感を持っており、本講座で学んで組織に還元したいと強く思うことができた。\n
63442,54500,OTHER,QB91779030,student,5,統計等基礎的な事項。（今までは用語だけ知っている状態）
63440,54498,OTHER,kurimotu,student,4,データサイエンスの概要とPythonの基礎的なプログラミング（加減乗除、データ形式等）を学んだ
63439,59993,EDUCATION,HatakooHatanaka,student,5,機械学習の礎となるデータサイエンスの理論、実際にデータサイエンスを実用するための手法（python）、機械学習の種類とその目的（強化学習、教師あり/なし学習など）、実際に機械学習をするための手法（種々のライブラリを用いたpythonの実用）などを学習しました。
63436,59992,EDUCATION,kurodo218,student,4,Pythonの基礎知識及びデータ分析の基本的な流れについて学ぶことができた。
63431,59989,EDUCATION,RITSUKIISHIKAWA,student,5,基礎的な機械学習の知識やPythonの基本文法を学ぶことで実際に手を動かして回帰分析、分類問題の手順を理解することができた。
63425,59982,EDUCATION,HikaruNakanishi,student,5,本講義では、PythonやSQLを用いた実装をはじめ、データベースの作成や入手方法、それらを実際に活用するためのマーケティング思考について学ぶことができる。特に、データやその分析結果を実際の意思決定に結びつけることの重要性を強く感じた。\n生成AIの登場により多くのことが可能となったが、それに頼りきるのではなく、自身で知識を身につけ、効果的に活用することが不可欠である。\nまた、学んだ内容は時間とともに忘れてしまうため、学習後には必ず手を動かして実装し、実践を通して定着させることが重要であると実感している。
63419,54497,OTHER,kitakyutaro,student,4,データサイエンスの基礎、Pythonの基礎、統計学の基礎、機械学習の基礎を学んだ。また、回帰及び分類の基本的な実施方法をレベル別で学ぶことができた。
63416,59980,EDUCATION,Yuka0409,student,5,pythonプログラムの構成要素や演算子について学びました。プログラムの代入の＝は、数学の等号＝と異なる意味で用いられることに注意していきたいと思いました。
63414,54496,OTHER,Neutm21H,student,5,データ理解、データの前処理、モデル構築、モデル評価という、データサイエンスを構成する構造を理解した。また、学生時代に少しSPSSを使って分析したことがあるものの、長らく離れていた統計の基礎知識を復習することができた。また、google colaboratoryを用いながら、pythonプログラムの文法を少しずつ慣れることができた。機械学習については、概念はイメージできたが、まだ理解が及んでいないので、本体講義を受けつつ復習していきたい。
63404,59968,EDUCATION,umetatehara,student,4,高校の情報の授業でも行ったパイソンの基礎を再度学ぶことができ、復習としても非常に有効でした。その他にもデータサイエンスを学ぶ上での考え方や質的データ、量的データなどが回帰、分類と言ったものに使われることが分かりました。
63403,62260,EDUCATION,waritododemoe,student,5,データサイエンスには、構造化データ（行と列で管理できる）と非構造化データ（行と列で管理できない）がある。データの理解→データの前処理→モデル構築→モデル評価の流れに分けられる。
63391,59951,EDUCATION,sy110917,student,5,コースの概要や、Pythonの基本的な使い方を一通りおさらいすることができた。実際に自分でコードを打ちながら講義動画を見ることで、手も動かしながら学ぶことができ、その場で疑問も解消できるのがとても良かった。
63386,59945,EDUCATION,yamanashin,student,5,事前学習の動画及び資料はとても使いやすく、学びやすかったです。自分としては、大学で学習した内容が多かったのですが、pythonの基礎を見直すいいきっかけになったと思います。
63381,59952,EDUCATION,naonaonao10,student,4,データサイエンスとは何か手に入れたデータを分析すること。Pythonの基礎文法として、関数やクラスなどについて。GCIベーシックの使い方。
63379,59950,EDUCATION,Yutera1119,student,4,データサイエンスの流れはデータの理解、データの前処理、モデル構築、モデル評価の4つに分けられ、それらを繰り返すことで分析の目標達成を目指す。
63368,59942,EDUCATION,Blueocean,student,5,2次元リストやオブジェクトについて学んだ。演算子などは少し学んだことがあったが、それぞれのアルファベットが何を示しているのかは知らなかったので、理解することができてよかった。
63361,59928,EDUCATION,apple0110,student,4,データサイエンスとは大量のデータを分析して新たな価値を生み出す学問分野であり、その実践にはPythonを用いたデータ処理、統計に基づくデータ理解・前処理、機械学習モデルの構築・評価という4つのステップがあることを学びました。
63360,59924,EDUCATION,matsukari,student,4,基礎的なPythonでのコードの書き方や、統計の知識を学ぶことができた。また、データサイエンスとはどういうものなのかを理解することができた。
63358,59921,EDUCATION,yykkkota,student,5,データサイエンスの概念について詳しく説明されていて、わかりやすかった。普段研究で行っていることが実はデータサイエンスに該当すると気づき、データサイエンスを身近に感じることができた。この講義に対する学習意欲が高まり、今後の講義も楽しみになった。
63347,60944,EDUCATION,KajikiMaguro,student,4,データサイエンスの基本的な流れが分かった。Pythonの使い方は、一応学校の授業で学んだ方があったことだが、要点を復習することができた。
63346,61276,EDUCATION,kiSe0192,student,5,データ分析の簡単な流れと、Pythonの基本的なコードや、統計で利用するものについて学びました。統計では相関係数や分散、標準偏差は一生懸命公式を覚えないといけなかったのに対して、Pythonでコードをかけるようになれば、計算ミスもなく、とても簡単にそれらの数値を出すことができます。また、機械学習の基本事項についても学びました。
63339,59906,EDUCATION,itsuki1594,student,4,データサイエンスについての詳しい理解、全体像の理解を図るとともに、その流れの一つ一つについての詳しい説明をしてくれた。\n特にモデル構築やモデル評価についてなど具体例を用いていてわかりやすかったです、
63338,59909,EDUCATION,Crown-oraff,student,4,Google Colabの使い方。関数や変数など、
63327,59889,EDUCATION,17290623a,student,3,今後の流れや質疑応答など。点数つけ方も。初回ガイダンスということで特筆すべきことはなかった。AIやアルゴリズムに「偏見」があるというのは面白かった。
63321,59881,EDUCATION,Ninachan,student,5,データサイエンスの基礎（データサイエンスとは？・統計の知識・Pythonの基本・機械学習の基礎的な知識）
63319,59880,EDUCATION,Fallautumn,student,3,GCI受講の概要と修了後の選択肢についてや、現場でのデータサイエンスの活用法についても学ぶことができた。
63303,60124,EDUCATION,shota6119,student,5,データサイエンスに必要なpythonや統計の知識を学ぶことができた。また、機械学習の種類やそれぞれの特徴についても学ぶことができた。
63301,59860,EDUCATION,COCOCOCOco,student,5,今後の学びについての流れや、情報学の様々なものへの応用の仕方を学ぶことができた。とても勉強になった。
63298,54480,OTHER,m-Fujita,student,5,総合的に復習ができた．\nDSや機械学習の概要を高校生に教えるうえで内容がある程度妥当だったと確認できた
63296,60024,EDUCATION,Kanon12Hamu,student,5,基礎中の基礎であるデータサイエンスを学ぶところから始まり、Python の基礎を学ぶことができました。データサイエンスの部分では初めて出会う言葉が多く、なるほどと感じることが多かったです。Python の基礎の講座で学んだ「ソリッド」や「オブジェクト」、「クラス」の部分がまだ完全に理解しきれていないと感じているので、講義を聞き返したりしてしっかり理解していきたいと思います。
63288,59858,EDUCATION,Autopia_,student,5,機械学習とは何か、大まかな分類を理解できた。Pythonの基礎と統計学の基礎の復習をできた。
63287,59855,EDUCATION,Fuki_Konobe,student,4,Pythonやデータサイエンスの内容については、大学や研究室、独学等でほとんど既知のものであった。\nしかし、漠然と持っていたイメージが、分かりやすく言語化された本講義の内容により、明瞭なものになり、とても良い復讐の機械となった。
63283,54474,OTHER,beppu_keiko,student,3,今後学習していくデータ解析について概要がだいぶん見えてきた。
63276,54470,OTHER,Sekikawa178,student,4,モデル構築の際に行うデータ分割の方法に関して、ホールドアウト法と交差検証法という手法があることを初めて知りました。
63271,60903,EDUCATION,abcd4321,student,5,データサイエンスとPythonの基礎について学んだ。
63270,59835,EDUCATION,Redcell1049,student,5,Python上で計算を行うために必要な記号や文法を学んだ。一気に暗記しようとすると大変なので、まず自分で手を動かして高頻度で使うものを優先して覚えていこうと思った。
63269,59837,EDUCATION,Shuichi0429,student,5,pythonの基本的な文法とプログラミングの基礎的な知識を学んだ。また、統計学や機械学習の初歩的な知識について学ぶことができた。
63263,54467,OTHER,Itokitoyoda,student,3,データサイエンスの全体像や基本的な流れについては、よく理解できました。データサイエンスの流れは、「データの理解」「データの前処理」「モデル構築」「モデル評価」の４つにわけられ、一方通行ではなく、行きつ戻りつを繰り返しながら行うということを理解できました。\nまたデータ活用するための必要な統計の知識や機能学習の部分が非常に理解できました。ただ、Python  の特徴の説明部分が「言葉」「言語」がわかっている前提で講義説明されているためにわかりにくかった。何度も何度も視聴してもわからない部分が発生した。
63262,59829,EDUCATION,kkttrr31,student,5,pythonの基本的な仕組みを理解することができた。これまでは、なんとなくの知識としてしか持っていたものが、明確なものへと変わった。
63261,59827,EDUCATION,yurinishio,student,5,これまでモデル構築という単語自体は聞いたことがありましたが具体的にどういったものなのか知らなかったので、講義動画を見たことでその流れをつかむことができました。
63260,54539,SPONSOR,KyosuMiya,student,3,事前課題では、苦手意識を克服するため、まずは手を動かすことを意識し、何度も何度も繰り返し簡単なコードを書きました。動くことを意識する大切さを実感しました。
63257,60355,EDUCATION,yuto1111,student,4,身近にデータサイエンスが使われていることを学んだ。データサイエンスでも構造化データと非構造化データに分けることができるなど、知らなかったことが多くあった。
63254,60145,EDUCATION,arisawada,student,5,pythonの基本的な概念と使い方
63246,60013,EDUCATION,jupeezee,student,5,Pythonの基本的な構文、演算子、関数、リスト、オブジェクト
63245,60838,EDUCATION,CaPYBaRa0126,student,3,中学生の子で登録をし、保護者が使い方でフォローに入っています。\n親自身、SlackやNotionは聞いたことはあるものの使用したことがなく、アーカイブ視聴がぎりぎりになってしまいました。\n今後の講座を楽しみにしています。
63242,60436,EDUCATION,KHana121,student,4,データサイエンスの概要について（データサイエンスとは何であるか、データサイエンスの流れ）、Pythonの基礎について（基本的なPythonの使い方、用語の説明）
63221,59841,EDUCATION,_burutin,student,5,今後の学習の手引について学べた。
63217,59849,EDUCATION,Toko__ren,student,5,今までデータサイエンスについてざっくりとしか知りませんでしたが、グラフや写真が多くとても楽に理解することができました。\nまたpythonは全く知りませんでしたが、かなり多くのことをまなぶことができました。
63215,59845,EDUCATION,Mi_sd0921,student,5,一口に「データ分析」「機械学習」といっても様々な手段がとられているのだと学べた。恥ずかしながらPythonはゲームのプログラミングでしか触ったことがなく、目的を変えればExcelのようにデータ分析にも利用できるのだと知った。以前学校で相関係数について学んだときは手計算で行い二度と使うものかと思ってしまったので、Pythonを利用すればコードの入力だけで客観的な値が出せるとわかりもう一度分析の際の手段として把握しておこうと思った。
63210,59816,EDUCATION,futaba821,student,5,データサイエンスの意義及びpythonの基礎を1から学ぶことができ、とてもわかりやすい講義でした。
63209,56275,SPONSOR,YuUeda25,student,5,これから学ぶデータサイエンスのプロセスの概要、Pythonの学習環境設定と基礎知識、統計の知識とPythonでの使い方、
63206,59933,EDUCATION,yokoyama_a,student,5,データサイエンスについてなんとなくで理解していたものを流れであったり、その流れについて具体的にどのようなことをしているのか学ぶことができた。pythonについてはほとんど知っていることの復習という形で取り組んだが、少し忘れていた部分を思い出すことが出来たと感じた。
63199,59804,EDUCATION,ahooo_rmnt,student,3,データを読み込んで学習させたりする前のデータの成形に、多くの時間を割かなければならないということが印象的でした。
63193,54427,OTHER,Shingo46ab,student,5,プログラミングをしたことがなかったので、実際に演習ができてよかった。より多くの演習をしたいと思えました。
63189,59798,EDUCATION,tubasahahikaru,student,4,データサイエンスは大量のデータを分析し、新しい価値を生み出す分野であることが分かった。また、その分析の流れを学んだ。\npythonの基本的なコードを学んだ。
63182,59801,EDUCATION,TomorrowMizar,student,5,Pythonを扱う上で基礎となるpandasやsklearnなどのライブラリの使い方や，統計解析を行う際に用いられる数学の用語や公式を学ぶことができた．
63180,59796,EDUCATION,YunokiRyosuke,student,5,モデル構築の手順や手法を学んだ
63176,59788,EDUCATION,sinkaigyo,student,5,pythonを使った実践的なデータの処理方法や加工方法、そして回帰・分類の学習の方法を学ぶことができた。
63165,59779,EDUCATION,rinosuke,student,5,大学や高校ですでに学んだことがあることでしたが、とてもいい復習になり、特に統計の分野は知っていたつもりでも頭が整理されたことで研究を進めていくパスを作りやすくなりました。
63162,59777,EDUCATION,yuichiomae,student,5,pythonのイントロを学べた気がする。プログラミングに関しては完全に初学者なので基本のきからやってもらえて助かっている。
63161,54556,SPONSOR,KentoNAKAMURA,student,4,Pythonの基礎である演算子、変数、データ型、リスト、関数、メゾットについて学んだ。\nまたよく使用されるライブラリとして、NumPy、pandas、matplotlib、scikit-learnがあることを理解した。\n実際の機械学習モデルの構築、評価に使うscikit-learnをまだ使ったことがないので、これを使いこなせるようになりたい。
63155,59776,EDUCATION,MisakiInoue,student,4,機械学習の基礎について、講義前に知れた。Python等プログラミングとは10年来程の付き合いで、理解に役立ったと感じた。
63148,59772,EDUCATION,enomotoyuito7,student,4,GCIベーシックという名の通りAIを学ぶ上での基礎であった。僕はAIプログラミングの未経験者なので難しいと感じたが、少しは未経験者なりにAIのプログラミング概要というものを理解できた。いい予習となった。
63146,59773,EDUCATION,Nagaikikun,student,5,初学者であったが、データサイエンスの基本が理解できた。特にPythonや統計の各論は基礎からであっても理解できた。
63145,59771,EDUCATION,Watachan9,student,5,統計の基礎から、Pythonの操作方法、機械学習などデータサイエンスの授業を受けるのに際して、知識習得を網羅的に行えた。
63124,59767,EDUCATION,takaichi,student,5,pythonを活用する上で必要な基礎知識について学んだ。また、統計の基礎知識についても復習することができ、これから学習を進めていくうえでの土台となる知識について学ぶことができた。
63121,54408,INVITED_COMPANY,KIMSOOYOUN,student,3,初めてだったので、pythonを中心に勉強しまあした。
63117,59763,EDUCATION,mhr0000000,student,4,データサイエンスの進み方や大まかな仕組みを理解することが出来ました。分析の目的やデータの性質によって方法が異なり、やり方を単に覚えるだけでなく、本質や目的を理解して取り組みたいです。また。パイソンの基本的なコードなども復習することが出来た。これらの知識がどのようにつながっていくかがすごく楽しみです。
63112,63142,EDUCATION,fixedstarK,student,4,データ分析の流れがデータの理解、データの整理、モデルの整形、モデルのテストの4つのステップで成り立っていることがわかった。
63111,54406,OTHER,Takiguchi,student,5,データサイエンスの概要、また、データサイエンスの流れを知ることができた。まずは、データを理解し、どのような道筋を立てるかプランニングが必要であり、またデータをそのまま使うのではなく、扱いやすく処理をする必要があること、その上で、枠組みを作り、評価を行なっていく、それを、何度も繰り返していくことで精度を上げていく必要があることを学んだ。Pythonについては、英語に近い文字列でプログラミング言語の中でも扱いやすいものであることを学んだ。演算子や、変数、データ型、リストについては概要を知ることができた。
63107,59759,EDUCATION,KaedeN2401,student,3,GCIの使用方法やPythonの基礎知識
63104,59755,EDUCATION,shiborimame,student,3,データサイエンスは、データの理解、前処理、モデル構築、モデル評価の4段階からなるということ。また、Pythonの基本的な文法も学んだ。
63099,54405,OTHER,RIKOAIKOPAPA,student,3,予習用資料を読んでデータサイエンスとは何か、なんとなくイメージがわいてきた。
63098,59749,EDUCATION,saitoA123,student,5,データサイエンスというものに興味があったが、どのようなデータを使い、どのようにデータ処理をして、モデルを構築、評価するという大まかな流れを理解することができた。また、pythonに関しては事前に理解していたことも多く、新しく学んだものはそれほど多くはなかったが、改めて復習することができた。
63088,61032,EDUCATION,AuruISHIDA_06,student,5,講義を受ける上で回りに置いて行かれないようにするための基礎知識をまなぶことができた。
63080,59750,EDUCATION,NO_T_ask,student,5,データサイエンスとはなにか、なんのために学ぶのかや、Pythonの基礎知識や統計の知識について学ぶことができた。また、機械学習とはなにか、それにはどんな種類があるかについて理解を深められた。
63079,59727,EDUCATION,maya2004,student,4,phythonを用いた分析方法の基礎となる統計分析の知識を学ぶことができた。
63059,54354,OTHER,HappyStar,student,5,データサイエンスの活用事例、GoogleColabの使い方、Linuxコマンド操作、Pythonの基本的な文法
63058,54353,OTHER,Shunsuke_Ito,student,5,機械学習の用語や解析順序など大枠を理解できた。またPythonによる機械学習を進める上でコード量削減のためにも組み込み関数や各ライブラリの種類や内容について把握する必要があることが分かった。
63050,59696,EDUCATION,Hiromichi,student,4,pythonの基礎的な事項について復習することができました。コロンかセミコロンかといった細かな規則に加え、//など馴染みのなかった演算子についても理解を深めることができました。
63048,59694,EDUCATION,moratorium1,student,5,パイソンの基本的な操作を学んだ。忘れていたことを思い出すことができた。
63047,60254,EDUCATION,Inokuchi,student,5,データは石油にもなればゴミにもなる。この言葉がとても響きました。私は今まで数字的データを見ても「難しいなー、活用なんてできないよー」って思って活用してこなかったのですが、この言葉を聞いて私は今まで石油にもなり得たものをゴミとして捨ててきたことがわかりました。これ以上ゴミとして資源を捨てないよう、活用できるようGCIを通じて学んでいきます。頑張るぞ！
63043,59690,EDUCATION,amam4646,student,5,データサイエンスの重要な四つの段階とPythonの基礎を学んだ。データサイエンスには、データの理解、データの前処理、モデル構築、そしてモデル評価の重荷４つの段階があり、これらを行きつ戻りつしながら質を高めていく。
63032,59677,EDUCATION,nosaku4aut,student,5,箱ひげ図のひげの長さは四分位範囲の1.5倍を最大としてその外に位置するデータは外れ値とする、というのは知りませんでした。またnumpyライブラリで平均や分散だけでなく相関係数まで求める式があることには驚きました。データサイエンスにpythonが有効だというのはこの時点で強く感じました。
63028,59669,EDUCATION,Habe-ken,student,4,・データサイエンスの流れ(理解?前処理?モデル構築?モデル評価，モデルの選択や訓練)\n・Pythonの基礎知識(変数の種類，四則演算，オブジェクト，ライブラリ)\n
63021,59664,EDUCATION,nkyichiro,student,5,本日の講義では、事前学習_GCIベーシックのコースをどのように取り込むかを学びました。指定された手順に従い、学習管理システム上でコースを登録し、事前学習を進める方法について理解できるようになりました。
63011,59651,EDUCATION,KohseiH9,student,5,Pythonとはどんなものか、またデータサイエンス、機械学習とはどういったものであるのか理解することができた
63010,59654,EDUCATION,mayu0501,student,5,大学で少し前に学んだPythonの基礎の復習になりました。解説や例がとても分かりやすく、友達や周りの人に説明をしたい時にこういう例を示せばいいのかと思いました。
